Year
2016 Index is:1
2016 Index is:2
2016 Index is:3
2016 Index is:4
2016 Index is:5
2016 Index is:6
2016 Index is:7
2016 Index is:8
2016 Index is:9
2016 Index is:10
2016 Index is:11
2016 Index is:12
2016 Index is:13
2016 Index is:14
2016 Index is:15
2016 Index is:16
2016 Index is:17
2016 Index is:18
2016 Index is:19
2016 Index is:20
2016 Index is:21
2016 Index is:22
2016 Index is:23
2016 Index is:24
2016 Index is:25
2016 Index is:26
2016 Index is:27
2016 Index is:28
2016 Index is:29
2016 Index is:30
2016 Index is:31
2016 Index is:32
2016 Index is:33
2016 Index is:34
2016 Index is:35
2016 Index is:36
2016 Index is:37
2016 Index is:38
2016 Index is:39
2016 Index is:40
2016 Index is:41
2016 Index is:42
2016 Index is:43
2016 Index is:44
2016 Index is:45
2016 Index is:46
2016 Index is:47
2016 Index is:48
2016 Index is:49
2016 Index is:50
2016 Index is:51
2016 Index is:52
2016 Index is:53
2016 Index is:54
2016 Index is:55
2016 Index is:56
2016 Index is:57
2016 Index is:58
2016 Index is:59
2016 Index is:60
2016 Index is:61
2016 Index is:62
2016 Index is:63
2016 Index is:64
2016 Index is:65
2016 Index is:66
2016 Index is:67
2016 Index is:68
2016 Index is:69
2016 Index is:70
2016 Index is:71
2016 Index is:72
2016 Index is:73
2016 Index is:74
2016 Index is:75
2016 Index is:76
2016 Index is:77
2016 Index is:78
2016 Index is:79
2016 Index is:80
2016 Index is:81
2016 Index is:82
2016 Index is:83
2016 Index is:84
2016 Index is:85
2016 Index is:86
2016 Index is:87
2016 Index is:88
2016 Index is:89
2016 Index is:90
2016 Index is:91
2016 Index is:92
2016 Index is:93
2016 Index is:94
2016 Index is:95
2016 Index is:96
2016 Index is:97
2016 Index is:98
2016 Index is:99
2016 Index is:100
2016 Index is:101
2016 Index is:102
2016 Index is:103
2016 Index is:104
2016 Index is:105
2016 Index is:106
2016 Index is:107
2016 Index is:108
2016 Index is:109
2016 Index is:110
2016 Index is:111
2016 Index is:112
2016 Index is:113
2016 Index is:114
2016 Index is:115
2016 Index is:116
2016 Index is:117
2016 Index is:118
2016 Index is:119
2016 Index is:120
2016 Index is:121
2016 Index is:122
2016 Index is:123
2016 Index is:124
2016 Index is:125
2016 Index is:126
2016 Index is:127
2016 Index is:128
2016 Index is:129
2016 Index is:130
2016 Index is:131
2016 Index is:132
2016 Index is:133
2016 Index is:134
2016 Index is:135
2016 Index is:136
2016 Index is:137
2016 Index is:138
2016 Index is:139
2016 Index is:140
2016 Index is:141
2016 Index is:142
2016 Index is:143
2016 Index is:144
2016 Index is:145
2016 Index is:146
2016 Index is:147
2016 Index is:148
2016 Index is:149
2016 Index is:150
2016 Index is:151
2016 Index is:152
2016 Index is:153
2016 Index is:154
2016 Index is:155
2016 Index is:156
2016 Index is:157
2016 Index is:158
2016 Index is:159
2016 Index is:160
2016 Index is:161
2016 Index is:162
2016 Index is:163
2016 Index is:164
2016 Index is:165
2016 Index is:166
2016 Index is:167
2016 Index is:168
2016 Index is:169
2016 Index is:170
2016 Index is:171
2016 Index is:172
2016 Index is:173
2016 Index is:174
2016 Index is:175
2016 Index is:176
2016 Index is:177
2016 Index is:178
2016 Index is:179
2016 Index is:180
2016 Index is:181
2016 Index is:182
2016 Index is:183
2016 Index is:184
2016 Index is:185
2016 Index is:186
2016 Index is:187
2016 Index is:188
2016 Index is:189
2016 Index is:190
2016 Index is:191
2016 Index is:192
2016 Index is:193
2016 Index is:194
2016 Index is:195
2016 Index is:196
2016 Index is:197
2016 Index is:198
2016 Index is:199
2016 Index is:200
2016 Index is:201
2016 Index is:202
2016 Index is:203
2016 Index is:204
2016 Index is:205
2016 Index is:206
2016 Index is:207
2016 Index is:208
2016 Index is:209
2016 Index is:210
2016 Index is:211
2016 Index is:212
2016 Index is:213
2016 Index is:214
2016 Index is:215
2016 Index is:216
2016 Index is:217
2016 Index is:218
2016 Index is:219
2016 Index is:220
2016 Index is:221
2016 Index is:222
2016 Index is:223
2016 Index is:224
2016 Index is:225
2016 Index is:226
2016 Index is:227
2016 Index is:228
2016 Index is:229
2016 Index is:230
2016 Index is:231
2016 Index is:232
2016 Index is:233
2016 Index is:234
2016 Index is:235
2016 Index is:236
2016 Index is:237
2016 Index is:238
2016 Index is:239
2016 Index is:240
2016 Index is:241
2016 Index is:242
2016 Index is:243
2016 Index is:244
2016 Index is:245
2016 Index is:246
2016 Index is:247
2016 Index is:248
2016 Index is:249
2016 Index is:250
2016 Index is:251
2016 Index is:252
2016 Index is:253
2016 Index is:254
2016 Index is:255
2016 Index is:256
2016 Index is:257
2016 Index is:258
2016 Index is:259
2016 Index is:260
2016 Index is:261
2016 Index is:262
2016 Index is:263
2016 Index is:264
2016 Index is:265
2016 Index is:266
2016 Index is:267
2016 Index is:268
2016 Index is:269
2016 Index is:270
2016 Index is:271
2016 Index is:272
2016 Index is:273
2016 Index is:274
2016 Index is:275
2016 Index is:276
2016 Index is:277
2016 Index is:278
2016 Index is:279
2016 Index is:280
2016 Index is:281
2016 Index is:282
2016 Index is:283
2016 Index is:284
2016 Index is:285
2016 Index is:286
2016 Index is:287
2016 Index is:288
2016 Index is:289
2016 Index is:290
2016 Index is:291
2016 Index is:292
2016 Index is:293
2016 Index is:294
2016 Index is:295
2016 Index is:296
2016 Index is:297
2016 Index is:298
2016 Index is:299
2016 Index is:300
2016 Index is:301
2016 Index is:302
2016 Index is:303
2016 Index is:304
2016 Index is:305
2016 Index is:306
2016 Index is:307
2016 Index is:308
2016 Index is:309
2016 Index is:310
2016 Index is:311
2016 Index is:312
2016 Index is:313
2016 Index is:314
2016 Index is:315
2016 Index is:316
2016 Index is:317
2016 Index is:318
2016 Index is:319
2016 Index is:320
2016 Index is:321
2016 Index is:322
2016 Index is:323
2016 Index is:324
2016 Index is:325
2016 Index is:326
2016 Index is:327
2016 Index is:328
2016 Index is:329
2016 Index is:330
2016 Index is:331
2016 Index is:332
2016 Index is:333
2016 Index is:334
2016 Index is:335
2016 Index is:336
2016 Index is:337
2016 Index is:338
2016 Index is:339
2016 Index is:340
2016 Index is:341
2016 Index is:342
2016 Index is:343
2016 Index is:344
2016 Index is:345
2016 Index is:346
2016 Index is:347
2016 Index is:348
2016 Index is:349
2016 Index is:350
2016 Index is:351
2016 Index is:352
